"Problem","Package","File","Line","Priority","Description","Rule set","Rule"
"2117","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","51","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"2118","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","56","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"2119","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","56","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"2120","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","61","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"2121","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","61","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"2122","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","63","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"2123","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","65","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"2124","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","66","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"2125","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","67","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"2126","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","88","Avoid excessively long variable names like navigationButtonBgColorSelected","Naming Rules","LongVariable"
"2127","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","89","Avoid excessively long variable names like navigationButtonBgColorUnSelected","Naming Rules","LongVariable"
"2128","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","103","It is a good practice to call super() in a constructor","Controversial Rules","CallSuperInConstructor"
"2129","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","116","Avoid really long methods.","Code Size Rules","ExcessiveMethodLength"
"2130","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","120","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2131","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","126","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2132","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","130","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2133","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","142","Avoid excessively long variable names like extraSpaceFillerPanel1","Naming Rules","LongVariable"
"2134","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","142","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2135","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","174","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2136","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","175","Avoid excessively long variable names like tabImageFileLocation","Naming Rules","LongVariable"
"2137","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","176","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"2138","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","176","Avoid unused local variables such as 'imageIcon'","Unused Code Rules","UnusedLocalVariable"
"2139","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","176","Avoid unused local variables such as 'imageIcon'","Unused Code Rules","UnusedLocalVariable"
"2140","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","179","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"2141","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","181","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"2142","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","208","Avoid excessively long variable names like extraSpaceFillerPanel2","Naming Rules","LongVariable"
"2143","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","236","Avoid variables with short names like e","Naming Rules","ShortVariable"
"2144","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","236","Avoid variables with short names like e","Naming Rules","ShortVariable"
"2145","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","246","Avoid variables with short names like e","Naming Rules","ShortVariable"
"2146","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","246","Avoid variables with short names like e","Naming Rules","ShortVariable"
"2147","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","305","Avoid variables with short names like e","Naming Rules","ShortVariable"
"2148","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","305","Parameter 'e' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2149","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","371","Parameter 'args' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2150","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","377","Avoid unused local variables such as 'frame'","Unused Code Rules","UnusedLocalVariable"
"2151","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/GlobalNavigationPanel.java","3","377","Avoid unused local variables such as 'frame'","Unused Code Rules","UnusedLocalVariable"
"2152","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","38","Avoid excessively long variable names like errorCodesFileName","Naming Rules","LongVariable"
"2153","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","41","Avoid excessively long variable names like applicationResourcesFileName","Naming Rules","LongVariable"
"2154","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","44","Avoid excessively long variable names like jndiResourceFileName","Naming Rules","LongVariable"
"2155","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","47","Avoid excessively long variable names like mainframeScreenDimesion","Naming Rules","LongVariable"
"2156","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","49","Avoid excessively long variable names like searchDataWelcomePanel","Naming Rules","LongVariable"
"2157","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","56","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"2158","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","56","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"2159","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","61","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"2160","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","61","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"2161","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","63","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"2162","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","65","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"2163","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","65","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"2164","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","67","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"2165","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","71","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"2166","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","73","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"2167","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","114","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2168","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","118","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2169","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","125","Avoid variables with short names like c1","Naming Rules","ShortVariable"
"2170","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","125","Avoid variables with short names like c1","Naming Rules","ShortVariable"
"2171","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","125","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2172","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","127","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2173","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","138","Singleton is not thread safe","Design Rules","NonThreadSafeSingleton"
"2174","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","148","Singleton is not thread safe","Design Rules","NonThreadSafeSingleton"
"2175","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","161","Local variable could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"2176","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","165","Avoid using implementation types like 'Vector'; use the interface instead","Coupling Rules","LooseCoupling"
"2177","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","165","Avoid using implementation types like 'Vector'; use the interface instead","Coupling Rules","LooseCoupling"
"2178","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","165","Consider replacing this Vector with the newer java.util.List","Migration Rules","ReplaceVectorWithList"
"2179","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","165","Parameter 'data' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"2180","edu.wustl.cab2b.client.ui.mainframe","source/client/main/edu/wustl/cab2b/client/ui/mainframe/MainFrame.java","3","170","Avoid using implementation types like 'Vector'; use the interface instead","Coupling Rules","LooseCoupling"
